date,open,high,low,close,volume,is_outlier
2024-11-06 00:00:00+00:00,284.67,289.59,275.62,288.53,165228710.0,False
2024-11-07 00:00:00+00:00,288.89,299.75,285.52,296.91,117309232.0,False
2024-11-08 00:00:00+00:00,299.14,328.71,297.66,321.22,204782763.0,False
2024-11-11 00:00:00+00:00,346.3,358.64,336.0,350.0,210521625.0,False
2024-11-12 00:00:00+00:00,342.74,345.84,323.31,328.49,155726016.0,False
2024-11-13 00:00:00+00:00,335.85,344.5999,322.5,330.24,125405599.0,False
2024-11-14 00:00:00+00:00,327.69,329.98,310.37,311.18,120726109.0,False
2024-11-15 00:00:00+00:00,310.57,324.6799,309.22,320.72,114440286.0,False
2024-11-18 00:00:00+00:00,340.73,348.5499,330.01,338.74,126547455.0,False
2024-11-19 00:00:00+00:00,335.76,347.3799,332.75,346.0,88852452.0,False
2024-11-20 00:00:00+00:00,345.0,346.5999,334.3,342.03,66340650.0,False
2024-11-21 00:00:00+00:00,343.81,347.9899,335.28,339.64,58011719.0,False
2024-11-22 00:00:00+00:00,341.085,361.53,337.7,352.56,89140722.0,False
2024-11-25 00:00:00+00:00,360.14,361.93,338.2,338.59,95890899.0,False
2024-11-26 00:00:00+00:00,341.0,346.96,335.66,338.23,62295857.0,False
2024-11-27 00:00:00+00:00,341.8,342.55,326.59,332.89,57896439.0,False
2024-11-29 00:00:00+00:00,336.08,345.45,334.65,345.16,37167621.0,False
2024-12-02 00:00:00+00:00,352.38,360.0,351.1501,357.09,77986478.0,False
2024-12-03 00:00:00+00:00,351.8,355.69,348.2,351.42,58267196.0,False
2024-12-04 00:00:00+00:00,353.0,358.1,348.6,357.93,50810874.0,False
2024-12-05 00:00:00+00:00,359.87,375.43,359.5,369.49,81403569.0,False
2024-12-06 00:00:00+00:00,377.42,389.49,370.8,389.22,81455834.0,False
2024-12-09 00:00:00+00:00,397.61,404.8,378.01,389.79,96359173.0,False
2024-12-10 00:00:00+00:00,392.68,409.73,390.85,400.99,97563578.0,False
2024-12-11 00:00:00+00:00,409.7,424.88,402.38,424.77,104287559.0,False
2024-12-12 00:00:00+00:00,424.84,429.3,415.0,418.1,87752225.0,False
2024-12-13 00:00:00+00:00,420.0,436.3,415.71,436.23,89000158.0,False
2024-12-16 00:00:00+00:00,441.09,463.19,436.15,463.02,114083811.0,False
2024-12-17 00:00:00+00:00,475.9,483.99,457.5101,479.86,131222978.0,False
2024-12-18 00:00:00+00:00,466.495,488.5399,427.01,440.13,149340788.0,False
2024-12-19 00:00:00+00:00,451.88,456.36,420.02,436.17,118566146.0,False
2024-12-20 00:00:00+00:00,425.505,447.08,417.64,421.06,132216176.0,False
2024-12-23 00:00:00+00:00,431.0,434.51,415.4112,430.6,72698055.0,False
2024-12-24 00:00:00+00:00,435.9,462.78,435.14,462.28,59551750.0,False
2024-12-26 00:00:00+00:00,465.16,465.3299,451.02,454.13,76651210.0,False
2024-12-27 00:00:00+00:00,449.52,450.0,426.5,431.66,82666821.0,False
2024-12-30 00:00:00+00:00,419.4,427.0,415.75,417.41,64941012.0,False
2024-12-31 00:00:00+00:00,423.79,427.93,402.54,403.84,76825121.0,False
2025-01-02 00:00:00+00:00,390.1,392.7299,373.04,379.28,109710749.0,False
2025-01-03 00:00:00+00:00,381.48,411.8799,379.45,410.44,95423329.0,False
2025-01-06 00:00:00+00:00,423.2,426.43,401.7,411.05,85516534.0,False
2025-01-07 00:00:00+00:00,405.83,414.33,390.0,394.36,75699525.0,False
2025-01-08 00:00:00+00:00,392.95,402.4999,387.4,394.94,73038805.0,False
2025-01-10 00:00:00+00:00,391.4,399.28,377.29,394.74,62287333.0,False
2025-01-13 00:00:00+00:00,383.21,403.79,380.07,403.31,67580494.0,False
2025-01-14 00:00:00+00:00,414.34,422.64,394.54,396.36,84565022.0,False
2025-01-15 00:00:00+00:00,409.9,429.8,405.661,428.22,81375460.0,False
2025-01-16 00:00:00+00:00,423.49,424.0,409.13,413.82,68335151.0,False
2025-01-17 00:00:00+00:00,421.5,439.74,419.75,426.5,94991429.0,False
2025-01-21 00:00:00+00:00,432.64,433.2,406.31,424.07,87320894.0,False
2025-01-22 00:00:00+00:00,416.81,428.0,414.59,415.11,60963342.0,False
2025-01-23 00:00:00+00:00,416.06,420.73,408.95,412.38,50690592.0,False
2025-01-24 00:00:00+00:00,414.45,418.88,405.78,406.58,56427149.0,False
2025-01-27 00:00:00+00:00,394.8,406.69,389.0,397.15,58125510.0,False
2025-01-28 00:00:00+00:00,396.91,400.59,386.5,398.09,48910676.0,False
2025-01-29 00:00:00+00:00,395.21,398.5899,384.48,389.1,68033648.0,False
2025-01-30 00:00:00+00:00,410.78,412.5,384.41,400.28,98092879.0,False
2025-01-31 00:00:00+00:00,401.53,419.99,401.34,404.6,83568219.0,False
2025-02-03 00:00:00+00:00,386.68,389.17,374.36,383.68,93732122.0,False
2025-02-04 00:00:00+00:00,382.63,394.0,381.4,392.21,57072235.0,False
2025-02-05 00:00:00+00:00,387.51,388.39,375.53,378.17,57614721.0,False
2025-02-06 00:00:00+00:00,373.03,375.4,363.18,374.32,77918230.0,False
2025-02-07 00:00:00+00:00,370.19,380.5459,360.34,361.62,70298258.0,False
2025-02-10 00:00:00+00:00,356.21,362.7,350.51,350.73,77514903.0,False
2025-02-11 00:00:00+00:00,345.8,349.37,325.1,328.5,118543400.0,False
2025-02-12 00:00:00+00:00,329.94,346.4,329.12,336.51,105382729.0,False
2025-02-13 00:00:00+00:00,345.0,358.69,342.85,355.94,89441519.0,False
2025-02-14 00:00:00+00:00,360.62,362.0,347.5,355.84,68277279.0,False
2025-02-18 00:00:00+00:00,355.01,359.1,350.02,354.11,51631702.0,False
2025-02-19 00:00:00+00:00,354.0,367.34,353.67,360.56,67094374.0,False
2025-02-20 00:00:00+00:00,361.51,362.3,348.0,354.4,45965354.0,False
2025-02-21 00:00:00+00:00,353.44,354.98,334.42,337.8,74058648.0,False
2025-02-24 00:00:00+00:00,338.14,342.3973,324.7,330.53,76052321.0,False
2025-02-25 00:00:00+00:00,327.025,328.89,297.2512,302.8,134228777.0,False
2025-02-26 00:00:00+00:00,303.715,309.0,288.04,290.8,100118276.0,False
2025-02-27 00:00:00+00:00,291.16,297.23,280.88,281.95,101748197.0,False
2025-02-28 00:00:00+00:00,279.5,293.88,273.6,292.98,115696968.0,False
2025-03-03 00:00:00+00:00,300.34,303.94,277.3,284.65,115551414.0,False
2025-03-04 00:00:00+00:00,270.93,284.35,261.8401,272.04,126706623.0,False
2025-03-05 00:00:00+00:00,272.92,279.55,267.71,279.1,94042913.0,False
2025-03-06 00:00:00+00:00,272.06,272.65,260.02,263.45,98451566.0,False
2025-03-07 00:00:00+00:00,259.32,266.2499,250.73,262.67,102369640.0,False
2025-03-10 00:00:00+00:00,252.54,253.37,220.0,222.15,185037825.0,False
2025-03-11 00:00:00+00:00,225.305,237.0649,217.02,230.58,174896415.0,False
2025-03-12 00:00:00+00:00,247.22,251.84,241.1,248.09,142215681.0,False
2025-03-13 00:00:00+00:00,248.125,248.29,232.6,240.68,114813525.0,False
2025-03-14 00:00:00+00:00,247.31,251.58,240.73,249.98,100242264.0,False
2025-03-17 00:00:00+00:00,245.055,245.4,232.8,238.01,111900565.0,False
2025-03-18 00:00:00+00:00,228.155,230.1,222.28,225.31,111477636.0,False
2025-03-19 00:00:00+00:00,231.61,241.41,229.201,235.86,111993753.0,False
2025-03-20 00:00:00+00:00,233.345,238.0,230.0501,236.26,99028270.0,False
2025-03-21 00:00:00+00:00,234.985,249.52,234.55,248.71,132728684.0,False
2025-03-24 00:00:00+00:00,258.075,278.64,256.33,278.39,169079865.0,False
2025-03-25 00:00:00+00:00,283.6,288.2,271.28,288.14,150361538.0,False
2025-03-26 00:00:00+00:00,282.66,284.9,266.51,272.06,156254441.0,False
2025-03-27 00:00:00+00:00,272.48,291.85,271.8216,273.13,162572146.0,False
2025-03-28 00:00:00+00:00,275.575,276.1,260.57,263.55,123809389.0,False
2025-03-31 00:00:00+00:00,249.31,260.56,243.3601,259.16,134008936.0,False
2025-04-01 00:00:00+00:00,263.8,277.45,259.25,268.46,146486911.0,False
2025-04-02 00:00:00+00:00,254.6,284.99,251.27,282.76,212787817.0,False
2025-04-03 00:00:00+00:00,265.29,276.3,261.51,267.28,136174291.0,False
2025-04-04 00:00:00+00:00,255.38,261.0,236.0,239.43,181229353.0,False
2025-04-07 00:00:00+00:00,223.78,252.0,214.25,233.29,183453776.0,False
2025-04-08 00:00:00+00:00,245.0,250.44,217.8,221.86,171603472.0,False
2025-04-09 00:00:00+00:00,224.69,274.69,223.88,272.2,219433373.0,False
2025-04-10 00:00:00+00:00,260.0,262.49,239.33,252.4,181722604.0,False
2025-04-11 00:00:00+00:00,251.84,257.74,241.3629,252.31,128948085.0,False
2025-04-14 00:00:00+00:00,258.36,261.8,245.93,252.35,100135241.0,False
2025-04-15 00:00:00+00:00,249.91,258.75,247.54,254.11,79594318.0,False
2025-04-16 00:00:00+00:00,247.61,251.97,233.89,241.55,112378737.0,False
2025-04-17 00:00:00+00:00,243.47,244.34,237.6833,241.37,83404775.0,False
2025-04-21 00:00:00+00:00,230.26,232.21,222.79,227.5,97768007.0,False
2025-04-22 00:00:00+00:00,230.96,242.79,229.8501,237.97,120858452.0,False
2025-04-23 00:00:00+00:00,254.86,259.4499,244.43,250.74,150381903.0,False
2025-04-24 00:00:00+00:00,250.5,259.54,249.2,259.51,94464195.0,False
2025-04-25 00:00:00+00:00,261.69,286.85,259.63,284.95,167560688.0,False
2025-04-28 00:00:00+00:00,288.98,294.86,272.42,285.88,151731771.0,False
2025-04-29 00:00:00+00:00,285.5,293.32,279.4695,292.03,108906553.0,False
2025-04-30 00:00:00+00:00,279.9,284.45,270.78,282.16,128961057.0,False
2025-05-01 00:00:00+00:00,280.01,290.8688,279.81,280.52,99658974.0,False
2025-05-02 00:00:00+00:00,284.9,294.78,279.81,287.21,114454683.0,False
2025-05-05 00:00:00+00:00,284.57,284.849,274.4,280.26,94618882.0,False
2025-05-06 00:00:00+00:00,273.105,277.73,271.35,275.35,76715792.0,False
2025-05-07 00:00:00+00:00,276.88,277.92,271.0,276.22,71882408.0,False
2025-05-08 00:00:00+00:00,279.63,289.8,279.41,284.82,97539448.0,False
2025-05-09 00:00:00+00:00,290.21,307.04,290.0,298.26,132387835.0,False
2025-05-12 00:00:00+00:00,321.99,322.21,311.5,318.38,112826661.0,False
2025-05-13 00:00:00+00:00,320.0,337.5894,316.8,334.07,136992574.0,False
2025-05-14 00:00:00+00:00,342.5,350.0,337.0,347.68,136997264.0,False
2025-05-15 00:00:00+00:00,340.34,346.1393,334.7153,342.82,97882596.0,False
2025-05-16 00:00:00+00:00,346.24,351.62,342.33,349.98,95895665.0,False
2025-05-19 00:00:00+00:00,336.3,343.0,333.37,342.09,88869853.0,False
2025-05-20 00:00:00+00:00,347.87,354.9899,341.63,343.82,131715548.0,False
2025-05-21 00:00:00+00:00,344.43,347.35,332.2,334.62,102354844.0,False
2025-05-22 00:00:00+00:00,331.9,347.27,331.39,341.04,97113416.0,False
2025-05-23 00:00:00+00:00,337.92,343.18,333.21,339.34,84654818.0,False
2025-05-27 00:00:00+00:00,347.35,363.79,347.32,362.89,120146414.0,False
2025-05-28 00:00:00+00:00,364.84,365.0,355.91,356.9,91404309.0,False
2025-05-29 00:00:00+00:00,365.29,367.71,356.0,358.43,88545666.0,False
2025-05-30 00:00:00+00:00,355.52,363.68,345.29,346.46,123474938.0,False
2025-06-02 00:00:00+00:00,343.5,348.02,333.33,342.69,81873829.0,False
2025-06-03 00:00:00+00:00,346.595,355.4,343.04,344.27,99324544.0,False
2025-06-04 00:00:00+00:00,345.095,345.6,327.3308,332.05,98912075.0,False
2025-06-05 00:00:00+00:00,322.49,324.5499,273.21,284.7,292818655.0,True
2025-06-06 00:00:00+00:00,298.83,305.5,291.14,295.14,164747685.0,False
2025-06-09 00:00:00+00:00,285.955,309.83,281.85,308.58,140908876.0,False
2025-06-10 00:00:00+00:00,314.94,327.83,310.667,326.09,151256520.0,False
2025-06-11 00:00:00+00:00,334.395,335.5,322.5,326.43,122611360.0,False
2025-06-12 00:00:00+00:00,323.075,332.56,316.86,319.11,105127536.0,False
2025-06-13 00:00:00+00:00,313.97,332.99,313.3,325.31,128964279.0,False
2025-06-16 00:00:00+00:00,331.29,332.05,326.41,329.13,82652633.0,False
